# BLASTP 2.16.0+
# Query: O07737 Probable zinc-binding alcohol dehydrogenase Rv1895 | OS=Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv) | EC=1.1.1.1
# Database: data/processed/blastdb/ec_1_1_1_1
# Fields: query id, subject id, % identity, alignment length, % query coverage per subject, evalue, bit score, subject title
# 17 hits found
O07737	sp|A0A7U2MMF3|	31.897	348	88	8.69e-54	175	Zinc-type alcohol dehydrogenase B | OS=Aspergillus flavus (strain ATCC 200026 / FGSC A1120 / IAM 13836 / NRRL 3357 / JCM 12722 / SRRC 167) | EC=1.1.1.1
O07737	sp|A1L4Y2|	25.000	368	84	6.12e-16	68.9	Alcohol dehydrogenase-like 3 | OS=Arabidopsis thaliana | EC=1.1.1.1
O07737	sp|A2XAZ3|	24.324	333	79	1.76e-15	67.4	Alcohol dehydrogenase class-3 | OS=Oryza sativa subsp. indica | EC=1.1.1.1;1.1.1.-;1.1.1.284
O07737	sp|A1A835|	25.356	351	84	4.65e-15	65.9	S-(hydroxymethyl)glutathione dehydrogenase | OS=Escherichia coli O1:K1 / APEC | EC=1.1.1.284;1.1.1.1;1.1.1.-
O07737	sp|A7ZIA4|	25.356	351	84	8.69e-15	65.1	S-(hydroxymethyl)glutathione dehydrogenase | OS=Escherichia coli O139:H28 (strain E24377A / ETEC) | EC=1.1.1.284;1.1.1.1;1.1.1.-
O07737	sp|B1LIP1|	25.071	351	84	6.13e-14	62.4	S-(hydroxymethyl)glutathione dehydrogenase | OS=Escherichia coli (strain SMS-3-5 / SECEC) | EC=1.1.1.284;1.1.1.1;1.1.1.-
O07737	sp|O00097|	23.368	291	74	1.18e-12	58.5	Alcohol dehydrogenase 1 | OS=Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) | EC=1.1.1.1
O07737	sp|E1ACQ9|	29.464	224	58	2.17e-11	54.7	Alcohol dehydrogenase notN | OS=Aspergillus sp. (strain MF297-2) | EC=1.1.1.1
O07737	sp|E1ACQ9|	26.316	57	58	4.4	18.9	Alcohol dehydrogenase notN | OS=Aspergillus sp. (strain MF297-2) | EC=1.1.1.1
O07737	sp|F2Z678|	25.461	271	68	5.18e-11	53.5	Alcohol dehydrogenase 2 | OS=Yarrowia lipolytica (strain CLIB 122 / E 150) | EC=1.1.1.1
O07737	sp|B4M8Y0|	28.205	39	10	0.47	21.9	Alcohol dehydrogenase | OS=Drosophila virilis | EC=1.1.1.1
O07737	sp|A5JYX5|	25.000	64	17	2.4	20.0	Protein dhs-3 | OS=Caenorhabditis elegans | EC=1.1.1.1
O07737	sp|A0A165U5V5|	44.828	29	13	2.5	19.6	Short chain aldehyde dehydrogenase 1 | OS=Euphorbia lathyris | EC=1.1.1.1;1.1.1.-
O07737	sp|A0A165U5V5|	37.500	24	13	7.5	18.1	Short chain aldehyde dehydrogenase 1 | OS=Euphorbia lathyris | EC=1.1.1.1;1.1.1.-
O07737	sp|A0A0H2URT2|	39.024	41	11	3.6	19.2	Aldehyde-alcohol dehydrogenase | OS=Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4) | EC=1.1.1.1;1.2.1.3
O07737	sp|A0A0H2ZM56|	39.024	41	11	3.6	19.2	Aldehyde-alcohol dehydrogenase | OS=Streptococcus pneumoniae serotype 2 (strain D39 / NCTC 7466) | EC=1.1.1.1;1.2.1.3
O07737	sp|N4WE43|	37.500	24	6	4.1	19.2	Dehydrogenase RED2 | OS=Cochliobolus heterostrophus (strain C4 / ATCC 48331 / race T) | EC=1.1.1.1
# BLASTP 2.16.0+
# Query: O13309 Alcohol dehydrogenase 2 | OS=Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) | EC=1.1.1.1
# Database: data/processed/blastdb/ec_1_1_1_1
# Fields: query id, subject id, % identity, alignment length, % query coverage per subject, evalue, bit score, subject title
# 15 hits found
O13309	sp|O00097|	80.460	348	100	0.0	570	Alcohol dehydrogenase 1 | OS=Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) | EC=1.1.1.1
O13309	sp|F2Z678|	73.988	346	99	0.0	516	Alcohol dehydrogenase 2 | OS=Yarrowia lipolytica (strain CLIB 122 / E 150) | EC=1.1.1.1
O13309	sp|E1ACQ9|	33.333	345	99	5.03e-53	169	Alcohol dehydrogenase notN | OS=Aspergillus sp. (strain MF297-2) | EC=1.1.1.1
O13309	sp|A2XAZ3|	25.984	381	99	1.44e-25	96.7	Alcohol dehydrogenase class-3 | OS=Oryza sativa subsp. indica | EC=1.1.1.1;1.1.1.-;1.1.1.284
O13309	sp|A0A7U2MMF3|	27.606	355	97	9.06e-24	92.0	Zinc-type alcohol dehydrogenase B | OS=Aspergillus flavus (strain ATCC 200026 / FGSC A1120 / IAM 13836 / NRRL 3357 / JCM 12722 / SRRC 167) | EC=1.1.1.1
O13309	sp|A1L4Y2|	24.074	378	95	1.39e-23	90.9	Alcohol dehydrogenase-like 3 | OS=Arabidopsis thaliana | EC=1.1.1.1
O13309	sp|A1A835|	29.315	365	95	3.17e-20	80.9	S-(hydroxymethyl)glutathione dehydrogenase | OS=Escherichia coli O1:K1 / APEC | EC=1.1.1.284;1.1.1.1;1.1.1.-
O13309	sp|A7ZIA4|	29.041	365	95	9.64e-20	79.7	S-(hydroxymethyl)glutathione dehydrogenase | OS=Escherichia coli O139:H28 (strain E24377A / ETEC) | EC=1.1.1.284;1.1.1.1;1.1.1.-
O13309	sp|B1LIP1|	28.767	365	95	6.43e-19	77.0	S-(hydroxymethyl)glutathione dehydrogenase | OS=Escherichia coli (strain SMS-3-5 / SECEC) | EC=1.1.1.284;1.1.1.1;1.1.1.-
O13309	sp|A5JYX5|	29.070	86	22	0.035	25.4	Protein dhs-3 | OS=Caenorhabditis elegans | EC=1.1.1.1
O13309	sp|A6ZTT5|	35.294	34	36	0.13	23.9	Alcohol dehydrogenase 4 | OS=Saccharomyces cerevisiae (strain YJM789) | EC=1.1.1.1
O13309	sp|A6ZTT5|	25.263	95	36	5.1	18.9	Alcohol dehydrogenase 4 | OS=Saccharomyces cerevisiae (strain YJM789) | EC=1.1.1.1
O13309	sp|N4WE43|	57.143	14	19	1.3	20.4	Dehydrogenase RED2 | OS=Cochliobolus heterostrophus (strain C4 / ATCC 48331 / race T) | EC=1.1.1.1
O13309	sp|N4WE43|	33.333	24	19	1.4	20.4	Dehydrogenase RED2 | OS=Cochliobolus heterostrophus (strain C4 / ATCC 48331 / race T) | EC=1.1.1.1
O13309	sp|N4WE43|	24.138	29	19	5.4	18.5	Dehydrogenase RED2 | OS=Cochliobolus heterostrophus (strain C4 / ATCC 48331 / race T) | EC=1.1.1.1
# BLASTP 2.16.0+
# Query: O19053 Alcohol dehydrogenase class-3 | OS=Oryctolagus cuniculus | EC=1.1.1.1;1.1.1.-;1.1.1.284
# Database: data/processed/blastdb/ec_1_1_1_1
# Fields: query id, subject id, % identity, alignment length, % query coverage per subject, evalue, bit score, subject title
# 11 hits found
O19053	sp|A2XAZ3|	66.486	370	99	0.0	510	Alcohol dehydrogenase class-3 | OS=Oryza sativa subsp. indica | EC=1.1.1.1;1.1.1.-;1.1.1.284
O19053	sp|A1A835|	63.043	368	98	1.18e-171	474	S-(hydroxymethyl)glutathione dehydrogenase | OS=Escherichia coli O1:K1 / APEC | EC=1.1.1.284;1.1.1.1;1.1.1.-
O19053	sp|A7ZIA4|	63.043	368	98	1.43e-171	474	S-(hydroxymethyl)glutathione dehydrogenase | OS=Escherichia coli O139:H28 (strain E24377A / ETEC) | EC=1.1.1.284;1.1.1.1;1.1.1.-
O19053	sp|B1LIP1|	62.772	368	98	1.11e-170	472	S-(hydroxymethyl)glutathione dehydrogenase | OS=Escherichia coli (strain SMS-3-5 / SECEC) | EC=1.1.1.284;1.1.1.1;1.1.1.-
O19053	sp|A1L4Y2|	47.120	382	99	1.41e-124	356	Alcohol dehydrogenase-like 3 | OS=Arabidopsis thaliana | EC=1.1.1.1
O19053	sp|O00097|	28.342	374	97	1.54e-22	87.8	Alcohol dehydrogenase 1 | OS=Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) | EC=1.1.1.1
